Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
210,the_and_in_to_is,0,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,1,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,2,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,3,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,4,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,5,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,6,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,7,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,8,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,9,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,10,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,11,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,12,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,13,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,14,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,15,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,16,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,17,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,18,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,19,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,20,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,21,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,22,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,23,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,24,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,25,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,26,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,27,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
210,the_and_in_to_is,28,208,the_was_and_room_were,209,de_la_four_stay_hotel,1.7326866898053543
