,Parent_ID,Parent_Name,Topics,Child_Left_ID,Child_Left_Name,Child_Right_ID,Child_Right_Name,Distance
79,183,noise_lobby_quiet_room_elevator,"[11, 32, 49, 58, 63, 78, 79, 83, 103]",176,noise_lobby_quiet_elevator_air,155,room_was_nice_dirty_noticed,1.028651750910346
78,182,housekeeping_towels_ice_slippers_turn,"[26, 77, 82, 86, 89, 98]",162,housekeeping_ice_turn_turndown_down,153,towels_slippers_robes_bath_toiletries,1.0275760414714308
77,181,seasons_four_boston_chicago_hotel,"[3, 15, 34, 41, 42, 43, 45, 46, 56, 71, 75, 90, 91, 96]",178,seasons_four_boston_chicago_hotel,173,peninsula_highly_recommended_recommend_without,1.0102171680139655
76,180,grounds_garden_00_maintained_beautiful,"[24, 53, 73]",175,grounds_garden_00_maintained_beautiful,24,gym_fitness_workout_facility_center,1.0082398238846686
75,179,pool_breakfast_spa_coffee_gym,"[5, 7, 16, 22, 25, 28, 68]",167,breakfast_coffee_internet_wifi_free,148,pool_spa_gym_fitness_area,0.9912086834968195
74,178,seasons_four_boston_chicago_hotel,"[3, 15, 34, 41, 42, 43, 45, 46, 56, 71, 90, 91]",142,boston_mandarin_oriental_harbor_common,177,four_seasons_chicago_trump_this,0.9838950775304347
73,177,four_seasons_chicago_trump_this,"[3, 15, 41, 42, 43, 45, 56, 71, 90, 91]",145,relaxing_la_relax_atmosphere_relaxed,171,seasons_four_chicago_trump_this,0.9766613355499372
72,176,noise_lobby_quiet_elevator_air,"[11, 32, 49, 58, 78, 103]",103,drawers_desk_closet_couch_large,172,noise_lobby_quiet_elevator_air,0.9620517705854272
71,175,grounds_garden_00_maintained_beautiful,"[53, 73]",53,worth_expensive_penny_cheap_every,73,waldorf_astoria_towers_grandest_chicago,0.9591810619415975
70,174,check_our_they_bags_she,"[30, 37, 55, 59, 64, 66, 99]",165,check_bags_bill_call_our,146,she_cribs_stuffed_her_toy,0.9574691639088387
69,173,peninsula_highly_recommended_recommend_without,"[75, 96]",75,seattle_puget_sound_fairmont_downtown,96,peninsula_3x_oue_cheep_dismissive,0.94920287118444
68,172,noise_lobby_quiet_elevator_air,"[11, 32, 49, 58, 78]",134,noise_quiet_air_loud_hear,160,lobby_elevator_elevators_smell_odor,0.9398122443820556
67,171,seasons_four_chicago_trump_this,"[3, 15, 41, 42, 43, 45, 71, 90]",170,seasons_four_chicago_trump_this,90,hyatt_park_chicago_connection_working,0.9351630801305831
66,170,seasons_four_chicago_trump_this,"[3, 15, 41, 42, 43, 45, 71]",71,san_diego_francisco_located_beach,161,seasons_four_chicago_trump_hotel,0.930673259019595
65,169,location_shopping_walking_walk_distance,"[2, 17, 70]",70,ipad_cd_iphone_bose_player,104,location_shopping_walking_walk_restaurants,0.9255115828912549
64,168,staff_friendly_helpful_very_professional,"[4, 12, 85, 97]",105,staff_friendly_helpful_very_professional,137,name_welcoming_everyone_greeted_by,0.9249314697942614
63,167,breakfast_coffee_internet_wifi_free,"[7, 25, 28, 68]",141,internet_wifi_free_wi_fi,140,breakfast_coffee_tea_morning_maker,0.9244077282345218
62,166,shower_bathroom_view_suite_rooms,"[1, 10, 14, 18, 48, 87, 101]",132,rooms_are_spacious_comfortable_location,147,shower_bathroom_view_suite_bed,0.915287243071372
61,165,check_bags_bill_call_our,"[30, 37, 59, 64, 66]",127,check_early_ready_fast_call,136,bags_bill_me_called_he,0.9149251356618783
60,164,property_fairmont_seattle_this_puget,"[47, 74, 88]",47,hotels_stayed_ve_best_nicest,156,seattle_fairmont_puget_sound_rates,0.9065681248307464
59,163,again_stay_here_will_back,"[27, 29, 35, 67, 76]",107,back_will_return_definitely_be,124,stay_again_here_would_definitely,0.9038104264663809
58,162,housekeeping_ice_turn_turndown_down,"[26, 77, 82, 98]",98,desk_front_told_said_agent,152,housekeeping_ice_turn_turndown_down,0.9027772913528128
57,161,seasons_four_chicago_trump_hotel,"[3, 15, 41, 42, 43, 45]",154,seasons_four_chicago_trump_this,42,champagne_bottle_chocolate_anniversary_strawberries,0.8845130232704953
56,160,lobby_elevator_elevators_smell_odor,"[32, 49, 78]",78,highly_recommended_recommend_agno_spelling,143,lobby_elevator_elevators_floor_to,0.8828272188077674
55,159,de_la_le_un_et,"[0, 9, 21]",139,de_la_le_et_que,9,breakfast_morning_buffet_breakfasts_included,0.8824488446176395
54,158,nyc_york_new_ny_conrad,"[6, 52, 81]",81,dirty_clean_carpets_dusty_room,112,nyc_york_new_ny_chatwal,0.8810151259739827
53,157,parking_worth_rate_price_expensive,"[19, 51, 57]",128,worth_rate_price_expensive_rates,57,cribs_stuffed_toy_her_crib,0.8801110202352147
52,156,seattle_fairmont_puget_sound_rates,"[74, 88]",74,surrey_london_palms_royal_stayed,88,welcoming_smiling_smile_greeted_friendly,0.8692077600041933
51,155,room_was_nice_dirty_noticed,"[63, 79, 83]",126,room_was_nice_spotless_noticed,79,turn_turndown_down_service_night,0.8690476048848935
50,154,seasons_four_chicago_trump_this,"[3, 15, 41, 43, 45]",41,ritz_at_fabulous_stay_service,149,seasons_four_chicago_this_hotel,0.8537213521683028
49,153,towels_slippers_robes_bath_toiletries,"[86, 89]",89,slippers_robes_toiletries_sized_robe,86,valet_desk_front_staff_everyone,0.8500902077501042
48,152,housekeeping_ice_turn_turndown_down,"[26, 77, 82]",82,service_room_poor_znd_timeliness,138,housekeeping_turn_turndown_down_job,0.8460912899163999
47,151,bar_food_restaurant_drinks_drink,"[8, 20, 50, 60, 92]",129,bar_food_drinks_drink_lounge,135,restaurant_restaurants_stations_dining_food,0.8424584147798866
