,-1_and_the_to_we,0_location_shopping_walk_walking,1_de_et_le_est,2_experience_say_it_overall,3_shower_bathroom_tub_bath,4_view_floor_views_room,5_seasons_four_baltimore_regis,6_staff_friendly_helpful_very,7_pool_area_swimming_small,8_nyc_york_new_ny,9_breakfast_morning_buffet_breakfasts,10_bar_drinks_lounge_drink,11_di_il_la_che,12_bed_comfortable_pillows_beds,13_noise_quiet_hear_loud,14_staff_hotel_friendly_helpful,15_service_customer_impeccable_friendly,16_suite_upgraded_king_deluxe,17_hotel_this_recommend_highly,18_location_hotel_located_is,19_spa_massage_massages_use,20_rooms_are_spacious_comfortable,21_food_delicious_tasty_meal,22_rate_rates_price_night,23_el_que_de_en,24_gym_fitness_workout_facility,25_hotel_decor_historic_renovated,26_lol_cooney_genial_russian,27_housekeeping_job_clean_turn,28_internet_wifi_free_wi,29_back_will_return_be,30_coffee_tea_maker_nespresso,31_stay_here_overall_wonderful,32_bags_bellman_car_valet,33_desk_front_helpful_professional,34_lobby_gorgeous_is_small,35_stayed_nights_august_here,36_boston_harbor_common_our,37_again_would_here_stay,38_concierge_helpful_suggestions_reservations,39_bill_fixed_phone_me,40_carlton_ritz_charlotte_at,41_ritz_at_fabulous_stay,42_champagne_bottle_chocolate_anniversary,43_trump_soho_chicago_returned,44_chicago_in_best_stay,45_dc_jefferson_washington_fairfax,46_decor_furnishings_style_modern,47_hotels_stayed_ve_best,48_mandarin_oriental_boston_at,49_property_this_overall_save,50_location_great_rooms_service,51_dinner_eat_restaurant_closed,52_elevator_elevators_floor_key,53_worth_expensive_penny_cheap,54_nyc_standards_manhattan_rooms,55_00_ten_10_ouch,56_star_five_stars_hotel,57_cribs_stuffed_toy_her,58_relaxing_atmosphere_relaxed_relax,59_parking_valet_35_seems,60_air_conditioning_conditioner_temperature,61_anniversary_celebrate_wedding_our,62_stations_restaurants_restaurant_dining,63_early_ready_check_call,64_star_stars_five_category,65_room_nice_was_lovely,66_check_fast_quick_efficient,67_mirror_tv_bathroom_built,68_called_reservation_incident_did,69_return_will_again_back,70_ipad_cd_iphone_bose,71_san_diego_francisco_located,72_tv_channels_large_hd,73_waldorf_astoria_towers_grandest,74_surrey_london_palms_royal,75_seattle_puget_sound_fairmont,76_grounds_garden_maintained_beautiful,77_here_will_again_staying,78_highly_recommended_recommend_agno,79_turn_turndown_down_service,80_smell_odor_smelled_mildew,81_dirty_clean_carpets_dusty,82_service_room_poor_znd,83_ice_water_cold_pack,84_conrad_shack_shake_new,85_room_spotless_noticed_huge,86_valet_desk_front_staff,87_clean_spacious_modern_room,88_welcoming_smiling_smile_greeted,89_slippers_robes_toiletries_sized,90_hyatt_park_chicago_connection,91_restaurant_excellent_refurbishing_michelle,92_la_vibe_confortably_specialy,93_fairmont_olympic_rates_swish,94_towels_soft_bath_towel,95_reservations_mentions_reservation_any,96_peninsula_3x_oue_cheep,97_stayed_days_here_adams,98_desk_front_told_said,99_service_fs_hotel_this,100_tip_tipping_accept_gratuity,101_she_standing_health_her,102_name_names_by_knew,103_drawers_desk_closet_couch,104_nights_august_spent_during,105_issues_minor_few_complain
24_gym_fitness_workout_facility,0.32485089146541474,0.17367334410761262,0.015140265865120949,0.1739181396161579,0.15977045068664916,0.18398047391338315,0.10725058283837968,0.11645329577616519,0.26041817842055714,0.1595554492047399,0.1438889820594833,0.17857187293850194,0.008801941956965103,0.12729904617907511,0.1431267688904733,0.18552572620065982,0.12123910112370934,0.12510418102438237,0.16785094253533817,0.18223396571656758,0.18337971484914586,0.17190924884822575,0.1342414036947791,0.14532733728321273,0.012192027512544083,1.000000000000001,0.15074672159520308,0.012134416476668386,0.0972763805673131,0.12172475090836053,0.04594111055092207,0.11819663814522868,0.11707450522240126,0.09984055523836642,0.08476045694397846,0.12221199192753712,0.08022436077924235,0.09672308223962296,0.05379202719668048,0.09035615661518903,0.105445331820273,0.05595919831779837,0.08470390310483517,0.0807668137278436,0.1114508581171092,0.10487158529799948,0.0791170975777517,0.08892994536021234,0.12807958969737288,0.08502718523194372,0.08959474728334778,0.1594391006929057,0.11385970627498536,0.12348803742350041,0.08091689749275988,0.1632514882277932,0.021202584961850658,0.11232882730581646,0.09296630641759888,0.11947772522297721,0.08440507799215761,0.07427143697663402,0.057140345444658874,0.13259469802885956,0.11103578038051869,0.06124564381924279,0.10306773192440209,0.06224266832783969,0.08667128433888,0.1066646833579862,0.0832003847763031,0.10561909750920401,0.06761389731634947,0.10121447437237921,0.06953872049048,0.055408566768877635,0.07788077329595947,0.0672453384427424,0.07202903989798626,0.032403756404863086,0.07470340301023762,0.08288674967292507,0.09107311673038589,0.08861302477059091,0.09694057395674932,0.0862148479001217,0.09226634867270703,0.08180682969932528,0.09412089437723287,0.0827601486007255,0.06200573096145346,0.07509020197382367,0.09200514472770129,0.09929401396423987,0.062330868295978024,0.072400831794712,0.06093222398295963,0.05033463521674892,0.0712822334184233,0.07294931502104242,0.08559573282331649,0.08326309404828722,0.08025559591934894,0.057268162349986974,0.1101474680493329,0.05330355141865108,0.05519711811145097
25_hotel_decor_historic_renovated,0.4256298387898684,0.1766955066864721,0.014480217623562554,0.23233848879044294,0.19958205835936763,0.18730330002132542,0.16076763612096834,0.14488585718027347,0.1730572570367797,0.22603509830607743,0.1374143830337513,0.16326878474382814,0.015797467409973044,0.14478682315464642,0.18659897002807194,0.30278055477842836,0.14946378398463758,0.172989382239092,0.3223707763714219,0.2627953886281431,0.13105924591932516,0.2594860792062289,0.13413676230197366,0.17249017236749709,0.01987379357565616,0.15074672159520308,0.9999999999999976,0.0183766933495316,0.1064101823066464,0.1000381745141404,0.05838815906333514,0.1100786697439087,0.1236243142027802,0.11261868340100079,0.08330790687227184,0.22031109674489224,0.10740258688225904,0.13057719755839245,0.04281325063692059,0.07899965377164371,0.12581598002474334,0.074068461783619,0.10828874474102197,0.1066213384250478,0.12487557582897087,0.14088858407502258,0.12952234509418434,0.35007192866475123,0.20455381251319646,0.11777543994513169,0.14843039570045824,0.19972938509966476,0.14492284375041806,0.1178929277149372,0.08490897376639661,0.20479112020549695,0.013221515512810205,0.15960649155519915,0.11401015555319301,0.1289794467841113,0.0923979386071224,0.1168361318832009,0.06628678281875845,0.1439149394125585,0.11001368043264793,0.08309549527033086,0.1471127104823109,0.04799281273757066,0.094527523053853,0.15102744542406019,0.1834109025069701,0.10268405458924312,0.11619221775775901,0.08504931202002147,0.10990806612855458,0.0808050078374057,0.09806906462524985,0.11501788116770288,0.08379339808731617,0.024513382839960175,0.07686808879906298,0.10997260085294341,0.12142890845791014,0.10731585591050415,0.09734047523279368,0.11978794626556297,0.14162802379715478,0.06359933481662298,0.18868624928634575,0.08417827991897756,0.05078470615599775,0.09847615753601406,0.0753462065408742,0.12431754783918969,0.09400720975165906,0.0756548961190733,0.07345804562548627,0.06504002603328095,0.09029106440860026,0.07861979515056987,0.18968968532928696,0.09132380621118787,0.08383841023679268,0.07203061236703412,0.09076579928254569,0.11810265082486864,0.06844064808215347
26_lol_cooney_genial_russian,0.028358667147467168,0.014100198597085044,0.019512871754676864,0.02881814807662235,0.009684051181458578,0.01656696596787042,0.010380781396734486,0.013083476046470324,0.011925619921786047,0.016354303220251047,0.010112796116970323,0.01706235902772955,0.0015025934600424147,0.014393446194468662,0.018623843681743465,0.022220773213861594,0.010477982707922525,0.012158908035124774,0.021221130671368067,0.015469490108601226,0.010580203631627698,0.012799100365947353,0.017992930076726442,0.014435321373608633,0.016863153551517265,0.012134416476668386,0.0183766933495316,1.0,0.012846314964927396,0.00657844846670642,0.0019469121093071725,0.007248433456691905,0.01045255768593973,0.010115657539560056,0.009519467692768669,0.02110085565587574,0.0043463440831288495,0.005285264743767271,0.002624626440448582,0.006391632034543855,0.00959082899368883,0.00647561527203591,0.005441046542219474,0.0039427044940468095,0.0051629015843654945,0.00960389212637959,0.004427585220270015,0.01129418376657946,0.01839239879201139,0.004574036471027919,0.015566017852040015,0.018984186156415984,0.005101648982017124,0.007921394945456602,0.008038050464343086,0.014838770758073258,0.0012062730949186186,0.018786710465133617,0.008014106072145834,0.013879122624802365,0.01025311253660512,0.006494120365398872,0.002446305366637488,0.014582250127837659,0.00466656242855005,0.0032949994111046723,0.002040006635247903,0.003201683139928741,0.006437133141978757,0.021276286456491454,0.00631823940268072,0.008885671618745764,0.006103277994496257,0.015348531445899915,0.004282523008717398,0.004471890185743544,0.01010200664490993,0.006272335252215686,0.0015218098672710669,0.002326203493227583,0.003205395578012021,0.01413997062216528,0.01658331942491222,0.0041901307646588695,0.009167818765146496,0.011804451539313345,0.003913148874224001,0.0036458272976173435,0.0060101252045778675,0.0031562728821915497,0.003200508262713148,0.0061483871304393945,0.006587902581462889,0.013476541533821395,0.006941404698785783,0.009355022764919911,0.004230425526428619,0.004846080353207901,0.004136975884659432,0.0019289573084273468,0.006512627761432304,0.003721225880027788,0.0039317259168918876,0.045694989374953206,0.028217533765803327,0.002104452780872353,0.004585908023672071
27_housekeeping_job_clean_turn,0.3323557841345001,0.11414107693791985,0.00909384466485645,0.14646263010027757,0.1465135174834954,0.16019755350174728,0.10012742929208199,0.17219027350693084,0.13253572739674274,0.15520328787119564,0.14486527725033993,0.14899279728361348,0.006471582958076628,0.17628208943081486,0.1427937675288032,0.1892860529707145,0.16339365219492386,0.1285613769381947,0.09314560616853275,0.1101604057907673,0.103203998172407,0.10609185896879146,0.12322071844656406,0.1320140330927829,0.006030090366809723,0.0972763805673131,0.1064101823066464,0.012846314964927396,0.999999999999997,0.0924301752461591,0.05954603339723932,0.12853401210289567,0.10589323915064797,0.15535874746564177,0.15444138538516772,0.08467279357113934,0.09628781685307966,0.07850928179985422,0.04504424890209473,0.10317996191165814,0.17318523007286227,0.0550626722502122,0.07980346077681061,0.11278642458505184,0.09463517884830738,0.09719437053332561,0.08403247011664462,0.07009659891598406,0.11326293769489461,0.06665166756892045,0.08089685959678926,0.12793291895456435,0.1379244692162497,0.116323625907377,0.046620852394146,0.12191125820793307,0.055237417248409394,0.11218934182446122,0.16065461808892437,0.10133922357342463,0.07306359288567932,0.0939290338033398,0.07737142916878047,0.0779229981762057,0.16040629147415392,0.05704073573078966,0.1338232608177331,0.07116762119125429,0.05487246038358427,0.15219429803892562,0.08052727178452279,0.09051521698696706,0.04914246769847193,0.07699793753065648,0.06395208383997954,0.07400421878481833,0.054027215268510884,0.05260937594429952,0.06647404160822948,0.00786681095272784,0.213660262333172,0.09660850027859542,0.14744707733336687,0.1400825392090588,0.16383207948967615,0.05755573704365113,0.10602564562440507,0.15738802220120543,0.1093321391737974,0.1316529325143294,0.09009084914857914,0.06343032236845923,0.07405585571562011,0.09795912795625254,0.04572171622830307,0.0979984000794331,0.07716437667325339,0.042747229924350684,0.0915571737308792,0.1126026904879619,0.08353038182466975,0.11971179695936927,0.09719894036001502,0.08746794093199134,0.06815107938509948,0.054852956370205624,0.09122592804933796
28_internet_wifi_free_wi,0.26533444442216136,0.11766784001367703,0.014017889057961341,0.14181766377883834,0.10996136784603475,0.11400841459027039,0.09069210794657846,0.08752629157849909,0.10668612021759565,0.13717167751835882,0.13898975681372322,0.12309280117158902,0.020031639408608373,0.08819718698639349,0.11385757887229647,0.13378886293881032,0.10000935773031597,0.10665583008363944,0.11942952809961246,0.11227789124449812,0.10147057901685023,0.09752304126206246,0.0967251882690082,0.20424514718991624,0.017926732324619322,0.12172475090836053,0.1000381745141404,0.00657844846670642,0.0924301752461591,1.0000000000000002,0.04966565357798485,0.15412717844408902,0.085016323544963,0.10181446698732086,0.08086984011086491,0.10047482800871287,0.0754472171458332,0.06173431930829623,0.060567294367327704,0.06956068896970981,0.14004653999719152,0.05065523990647434,0.10917971383126869,0.07078724933396462,0.0733475745517686,0.0814271841672904,0.06191413677939794,0.05065352000847034,0.10819934852276727,0.06401906366969921,0.08605514825860605,0.07356008098251351,0.08293121000907222,0.10477285882530249,0.0736706701549191,0.11092175830238583,0.019916925231303038,0.09528868975764297,0.07958495706890496,0.07592223152077748,0.11650430443728506,0.08158114055178542,0.04734490683916941,0.06839500776007618,0.11145533979902585,0.05150314444532757,0.08452211846191789,0.04004326503550715,0.05229893184490655,0.11927983181763936,0.08396903501547097,0.1887086005994537,0.06194970496985867,0.07353153657698243,0.056125233641342254,0.05538366671153527,0.04958810057597462,0.03794610661529348,0.07537703462945798,0.02199417894166116,0.05340963294292983,0.06545114048108193,0.09668403468776508,0.0865185973432686,0.08442374727250952,0.05236397448589765,0.07092715540280801,0.0618436962016115,0.05267687630373081,0.06787515408307732,0.060473269846529905,0.09325525169430204,0.0565399783263661,0.07769718861745055,0.05478404152539049,0.057976385899441506,0.059734123282133414,0.04958410765544118,0.05880821851680964,0.08622481553207166,0.06598747533048194,0.06885320184982097,0.0861701585215692,0.06202022298700164,0.07774721219730937,0.033406541129552526,0.06576351419618905
29_back_will_return_be,0.1862393417597643,0.07240703308000652,0.0034188686687041062,0.1283806152347703,0.055454665213394434,0.06070989073282735,0.07399957187568991,0.04671058532337995,0.05917049985796142,0.18048591402447198,0.05245375465508858,0.07683694737392081,0.004092673209899736,0.04711512740876682,0.06262078977415052,0.0770309266807125,0.0389947371486697,0.0421251915248127,0.09424087443443008,0.06488304501858566,0.05235986144211198,0.03708414484576198,0.05734816182799581,0.08706203204325737,0.002022281018772172,0.04594111055092207,0.05838815906333514,0.0019469121093071725,0.05954603339723932,0.04966565357798485,0.9999999999999997,0.04184591984912934,0.10140794977985702,0.06754531961875847,0.0308597709972177,0.03728838248190346,0.035872155399484226,0.11428237269197518,0.17885698983112275,0.024726799315236976,0.08839895018146167,0.025438652868306905,0.06594046280005773,0.03862780323029763,0.07929861051856214,0.12739652406783938,0.09788000445534328,0.030317249316671742,0.05199602806076071,0.030988055043625087,0.10364166389725316,0.0228485317761732,0.07041583268158064,0.07483977881448017,0.041769825361779984,0.08516547880674985,0.006788693753236723,0.07873552307131196,0.03403198282481905,0.12060250393970429,0.047170448983879544,0.04169545698741043,0.060277804561533206,0.07644422488470859,0.07052388072184398,0.018340987987996157,0.02306418241248854,0.013762390701244284,0.013316211640831709,0.07837442345554496,0.5856873955554514,0.03607733937146299,0.06940109061132987,0.020929864001448254,0.06841741167475487,0.03659928910788593,0.03543731882020445,0.019609174105959568,0.433171305502589,0.02024551434813188,0.043511748154477455,0.04551195268608915,0.04666801666250681,0.03575988481939411,0.06547832797205885,0.04704357315803905,0.015662257440799254,0.03820137150876238,0.012249333086450058,0.04476765227295386,0.011319614374861432,0.04885685438858688,0.06046531890991183,0.131238769880731,0.04664913431993225,0.022303122030343094,0.025573764026610706,0.09255364950982473,0.05387322288070429,0.042114215314037806,0.014229572511347873,0.047192177944541,0.08616832087469664,0.027307082576273036,0.00823854229310604,0.032786247812263344,0.05428301594548022
30_coffee_tea_maker_nespresso,0.31942826125604584,0.1346838026542619,0.014329452047618397,0.15652770606318667,0.14322467612279938,0.1383189645931917,0.10587067931667782,0.1014036624091926,0.13163065648572253,0.14987923451421375,0.202087001133768,0.1902910933125602,0.009448015765892007,0.11831768167018793,0.13293273654885326,0.1444929115677907,0.14069070153503105,0.11711619704054574,0.11606416609226516,0.14129789591246325,0.11082305656914744,0.1025399352171481,0.12013328630857248,0.15851338243124566,0.014040536508465968,0.11819663814522868,0.1100786697439087,0.007248433456691905,0.12853401210289567,0.15412717844408902,0.04184591984912934,1.0000000000000002,0.08935430238709602,0.14207387679899083,0.11638381886780709,0.12849875881353742,0.07560110155247844,0.073609892648612,0.053811133825129594,0.08312459189439234,0.1545703194533042,0.05304112743320281,0.0791931386931424,0.11276995974740671,0.08540880120496745,0.08346136535881045,0.07139883221156368,0.062232680928310594,0.09727394868977733,0.07313433756447459,0.0630528475645773,0.08448473070519488,0.11229687733196674,0.115038177084532,0.06146934059540104,0.10709678494305896,0.020048093864657016,0.13783699611605899,0.12855948355800925,0.09978194218786769,0.07654681630511977,0.08125188653368966,0.05679978283750836,0.08437178893269683,0.14570877773492277,0.06626977965601,0.11389551189183847,0.051646483835818734,0.06527024659915112,0.1449415046637521,0.07341500695500232,0.12295530921696178,0.051028562672696225,0.11779830047910486,0.05961657009341494,0.05806600880922312,0.06648615510978177,0.04722618081935923,0.0670622963173439,0.016006855863125693,0.11862432120108554,0.09048485450027566,0.11511780263375698,0.1345335978604363,0.1478793580154573,0.05307356954104221,0.08968463138955902,0.07656802038318473,0.06250755767726741,0.09950801478015679,0.05535874811646392,0.05469834057004286,0.06033211813869901,0.09592724353967796,0.045607277056811286,0.086537197380584,0.07812353198618087,0.06216040648036956,0.057208442871231835,0.1283748507406955,0.07451017769225067,0.09131829865942125,0.1088164171997908,0.06871664983980987,0.1627174966947417,0.03865190813362261,0.07329017954351573
31_stay_here_overall_wonderful,0.3707648241625922,0.14514124829758468,0.005919649813050458,0.309016856263255,0.12864115742802512,0.1498136086749503,0.15390898632852648,0.1612906919219903,0.14464072108188322,0.2394709958055619,0.12987651383180365,0.15274979266705038,0.0052676309027431525,0.11404537542952597,0.15281465352359921,0.1944416542917872,0.155737011446209,0.12232171007757646,0.2104354751388305,0.13061288322661888,0.1166356218135815,0.09353530184636054,0.15370564146239205,0.20532975861495542,0.0006044349129331308,0.11707450522240126,0.1236243142027802,0.01045255768593973,0.10589323915064797,0.085016323544963,0.10140794977985702,0.08935430238709602,1.0000000000000007,0.1431239313677726,0.0839981416834138,0.07210575346762194,0.2416964696516801,0.13904606020303562,0.35735040872847973,0.09617724915443443,0.11290132551533176,0.08623379698286132,0.1630800574612418,0.11902608875643182,0.13563079607312198,0.18033883136176118,0.16634749872195415,0.07793637365384123,0.27421447674186766,0.10927990008668033,0.14215211702342243,0.12857227439719593,0.1310741795211887,0.08979333382749974,0.0705082781737451,0.11859766036245976,0.0036346607432374126,0.12779364674288124,0.1272273211325393,0.14891722037389457,0.0689389149806123,0.0966340700806862,0.1482212673059201,0.08304141638250181,0.11034262745528967,0.06756455321941457,0.1551403870534107,0.04794363049909103,0.05955783028492061,0.13866031285823968,0.20075474181237557,0.09545654756877231,0.08574668389638157,0.06410051438845255,0.09933255400408243,0.15363808776095905,0.05002203015643861,0.04644091852956137,0.34495437410519014,0.01792644241649019,0.07616954874123562,0.09117751389746999,0.07031270422133294,0.11295212049968047,0.0702328661529739,0.08916983813572121,0.12635413203059864,0.06610555733192224,0.09029409999267686,0.13328814765768407,0.05382785318766715,0.1089535249553263,0.07013674214863712,0.14549134485954615,0.09968142866348222,0.06457683642536828,0.0741658007804313,0.12216102144501019,0.28485891453627943,0.08187460095568097,0.08815687840561694,0.09444859573713017,0.08463896679476336,0.11107258730882606,0.043693010213199816,0.07309092502021859,0.09681387300408026
32_bags_bellman_car_valet,0.41486884962455967,0.17939231037236375,0.011724332271494588,0.1684522538876175,0.13864125415242254,0.16105714382293776,0.10500104433632255,0.15260971198064122,0.15253322137123237,0.17969877705976822,0.1390764225944453,0.17814233204791335,0.005780337532937231,0.13828240972487776,0.15536616668620648,0.185491632002777,0.1089599134554429,0.15123468784506075,0.1092927435709279,0.1597139951290474,0.11689207941040339,0.07669629504715171,0.12474051167661734,0.15818362774660166,0.01071681894845739,0.09984055523836642,0.11261868340100079,0.010115657539560056,0.15535874746564177,0.10181446698732086,0.06754531961875847,0.14207387679899083,0.1431239313677726,1.0000000000000004,0.17808324409873913,0.0970489283429776,0.13086077815435387,0.10339767355115159,0.06108962027335949,0.15213128797420075,0.22342392298363728,0.08872994314711007,0.11317546235668244,0.18780330916511856,0.12128849249367561,0.1033150437281176,0.09838884664544337,0.06437720661153416,0.11682290192561719,0.08291843054296448,0.08065064308102626,0.06462782366813077,0.14033035731080976,0.16577129632388987,0.03780262780477362,0.10359245338370776,0.02101315956036834,0.10893854428805091,0.19325173451957525,0.10351777442397449,0.16903972449855667,0.12624826907769293,0.10690051013846812,0.09415122589975221,0.2710733067146408,0.040637929794146155,0.10887245208433963,0.11879986253661175,0.04929049270169741,0.25943109056635016,0.09305051129971936,0.10612129005855894,0.06808684974365226,0.0766039954679544,0.07551880175967138,0.08591670665728986,0.06161799142130318,0.04373706437822252,0.07869016171368629,0.012904595703536949,0.09016367728857715,0.12023391983589761,0.10533150672188112,0.10399192808156077,0.15237039673747096,0.07399872012161612,0.10999597881926304,0.23497191548844495,0.07759652582558293,0.1650827730466608,0.05890770930173242,0.07049391761113967,0.062015123318565554,0.12430098851673421,0.05652601737914958,0.11552527144598188,0.12099581224016825,0.06445784101740411,0.08511802114965286,0.1990274313732934,0.06871603832455188,0.12908441122720044,0.17624390822646394,0.15245552907887286,0.08196540886854231,0.05041582153386271,0.09373858018228118
33_desk_front_helpful_professional,0.3108449531074928,0.11374095769365268,0.009973068341440069,0.13050907569064296,0.10095094629091485,0.1168623139240829,0.0840254224156382,0.360599346226883,0.11121504725226145,0.12123614402208115,0.09828828973494744,0.11619077896176556,0.006036342085625411,0.09628090529825027,0.1151767538330841,0.3635857419710146,0.18052025349962195,0.09286357198439446,0.08738852535869036,0.11826253046862847,0.10641287205604114,0.08213144943836846,0.10636031157610747,0.0974436571606925,0.0019675582076711198,0.08476045694397846,0.08330790687227184,0.009519467692768669,0.15444138538516772,0.08086984011086491,0.0308597709972177,0.11638381886780709,0.0839981416834138,0.17808324409873913,1.0000000000000002,0.08853151080357143,0.056708163615546224,0.05802491870264273,0.03149991087992489,0.23635550446269163,0.13451285919474693,0.049395909021687764,0.07338052784725037,0.09961917864258911,0.08935835288470999,0.07202781813653508,0.0645125687971159,0.0515794166529293,0.08896962256498321,0.059755549751077226,0.0591064146418264,0.11914537345580638,0.09496550832134734,0.0930847940213729,0.03502200136202712,0.08765880421603155,0.01067256159959695,0.0756706096500256,0.10311951434283555,0.07396501915649288,0.069131689979542,0.060761354602289416,0.048687941382932226,0.07563537981483456,0.13965150754093436,0.062304808752609894,0.08422183235829017,0.09433817718606055,0.04635533343578401,0.13515996768605254,0.04944639873721587,0.20307554816353895,0.04090892721377881,0.04735447620602256,0.04438943413076341,0.05124012913899567,0.04422351675894168,0.05708905781253836,0.051596487213383585,0.01102360703621936,0.06548114175529568,0.05316489477953726,0.1057171453753918,0.08684149924347298,0.0865259311888391,0.04788673630992141,0.052079108978397556,0.5188892286663757,0.051661109711882834,0.14770561356007764,0.03857209725105975,0.05743528538667482,0.06761383697077411,0.07668005415322178,0.031125250150848688,0.06121109809689044,0.08627470861301992,0.04321057919040768,0.048880085713145664,0.5743816541851893,0.08712977608455827,0.08517729353046954,0.1032052820978883,0.12586529262080526,0.15654208795856622,0.03307095032259321,0.06403593767805303
34_lobby_gorgeous_is_small,0.2800473502235257,0.14698832236080955,0.012719211248565268,0.12844810368707793,0.11919449746468719,0.1447740147477599,0.08578864527074907,0.1018785429550767,0.1507651318058519,0.12014188915319424,0.10981516144354478,0.23393338902303268,0.006383579054885845,0.09144276690528434,0.1491761468048999,0.15447522180886783,0.08985638533504203,0.11362353931793823,0.11920215669606149,0.15679070753535565,0.0831918905051321,0.1298716425531704,0.10684391179610103,0.1018922755459936,0.017241835206160988,0.12221199192753712,0.22031109674489224,0.02110085565587574,0.08467279357113934,0.10047482800871287,0.03728838248190346,0.12849875881353742,0.07210575346762194,0.0970489283429776,0.08853151080357143,1.0000000000000002,0.06149044104343048,0.07167407446354608,0.031891196450346465,0.06919132379063264,0.08681161228723365,0.04416296774735605,0.06753145695636914,0.06437317337440839,0.09011988418227226,0.07144952669868272,0.07367302927597645,0.10999098652349923,0.08845467614569624,0.0689355808956092,0.08405861193037151,0.08090418538468207,0.12223435592327145,0.1869119852590919,0.04671925397346634,0.12162775195943018,0.01630177651181804,0.08179825451997168,0.08477351862115576,0.09932214660141508,0.05865577217734715,0.08149259282659785,0.035449013623578586,0.12742615413189423,0.14430124668872715,0.03328061701363302,0.08180303858070409,0.058313204679039825,0.054619129236395704,0.08876001760974458,0.06283254511798249,0.07978987459681873,0.056492836294638096,0.06468642737623398,0.05779866050981097,0.04650026056306622,0.05745410803712705,0.06509194096895982,0.05483190623257419,0.006683985203461021,0.051587382993658865,0.10597641322070629,0.07023508024492457,0.055944519617268214,0.08570620289083568,0.05830136687664938,0.10277835488338408,0.06500878729113643,0.09799168502820975,0.06856756769772297,0.03295351829271252,0.05127347757499284,0.09041244876416374,0.07021280776815582,0.03895197950224124,0.05407292088396073,0.06990581714531056,0.03913825429995415,0.04345111583307624,0.08118522830399964,0.0691923425498377,0.056211424727611495,0.06896417230749521,0.045745788822168745,0.08490300717741142,0.04676931026248578,0.047643974738401026
35_stayed_nights_august_here,0.34619886220240037,0.10983340628957926,0.01074239774715352,0.1332863011654644,0.10882027980651719,0.15638877008931126,0.19003733939110182,0.0784903015699545,0.14806381987850356,0.26986686522650916,0.10030321615997129,0.13770570169498064,0.004780339761277754,0.10377270982742834,0.12227902643876029,0.1270193124838936,0.08207940800094288,0.16808319909652217,0.13211483502616725,0.10676180082150567,0.10138778813903682,0.08023851448515318,0.11160327017275767,0.20378074848367514,0.007963726894591251,0.08022436077924235,0.10740258688225904,0.0043463440831288495,0.09628781685307966,0.0754472171458332,0.035872155399484226,0.07560110155247844,0.2416964696516801,0.13086077815435387,0.056708163615546224,0.06149044104343048,0.9999999999999996,0.15570157788655684,0.17687178220012273,0.07849819995307014,0.1144619367914773,0.11659955664600274,0.18416180463643447,0.10360200030865725,0.20452292455134705,0.16050239771491603,0.1610831760774308,0.06731902067201757,0.3322082912982729,0.10817525261256955,0.1299384593581875,0.05337030892988618,0.1645740757672154,0.09244796766829333,0.02524388387438438,0.1098978657454781,0.0314170165240947,0.09711229948039538,0.1753600595265232,0.08980963072586925,0.06706296624684331,0.0857599869136385,0.3059412539471195,0.07286676816619629,0.13539193879357497,0.03588937992574211,0.08333038133909934,0.04229365895618632,0.03916950877081769,0.1192921377152943,0.09751706735274644,0.07167013892637417,0.06208706830710696,0.06501953313567041,0.1218830128573111,0.2998916376434231,0.08948350413909315,0.02936273424534143,0.23612945661055862,0.008048048712994879,0.08236530455656751,0.08318424143030333,0.06126307756737707,0.11149369994605786,0.07981285036736714,0.08874964187340194,0.05450296973553691,0.03514109020382971,0.07632120460369735,0.06951007208066776,0.053330916967543815,0.1329415689641431,0.03307160847908261,0.10326648026045213,0.08511770084108086,0.07320440426713791,0.07397581468146586,0.1156788808355131,0.49770447660446093,0.06695298901531874,0.07516495173901949,0.0531415492358157,0.08034332366822511,0.10051098436708918,0.05650458535141079,0.536989070812268,0.06195508946728527
